27§Medelement§https://medelement.com/materials§https://medelement.com/materials/health/8034§2025-01-31 13:00:43§Холецистит - воспаление желчного пузыря, которое часто сопровождается болями в правом подреберье, нарушением пищеварения и другими неприятными симптомами. Это заболевание требует комплексного подхода к лечению, включающего медикаментозную терапию, диету, а в некоторых случаях - хирургическое вмешательство. Рассмотрим основные методы лечения холецистита. Консервативное лечение холецистита Медикаментозная терапия - основа лечения холецистита на ранних стадиях, а также в случаях, когда хирургическое вмешательство не показано. Антибактериальные препараты. Холестериновые камни, которые могут быть причиной холецистита, часто приводят к бактериальной инфекции. В таких случаях назначаются антибиотики широкого спектра действия. Обезболивающие средства. Для купирования болей применяются анальгетики. Противовоспалительные препараты. Нестероидные противовоспалительные средства (НПВС) могут быть назначены для снижения воспаления и уменьшения болевого синдрома. Препараты, улучшающие отток желчи. Холецистит часто сопровождается нарушением оттока желчи, что усугубляет симптомы заболевания. Для улучшения оттока используются препараты, такие как урсодезоксихолевая кислота. Спазмолитики. Для снятия спазмов желчных путей могут быть использованы спазмолитики.  Диетотерапия Одна из ключевых составляющих лечения холецистита - соблюдение специальной диеты. Правильное питание помогает снизить нагрузку на желчный пузырь и желчные пути, уменьшить воспаление и ускорить восстановление. Диета №5 по Певзнеру - основная диета при заболеваниях печени и желчного пузыря. Она включает в себя продукты, способствующие нормализации работы печени и желчных путей, и исключает жирную, жареную и остро приправленную пищу. Рекомендации по питанию: - Пищу следует употреблять 4-6 раз в день небольшими порциями. - Избегать продуктов, способствующих образованию камней в желчном пузыре, таких как жирные продукты, шоколад, кофе, острые специи. - Белковые продукты (мясо, рыба) должны быть нежирными, а молочные продукты - с низким содержанием жира. - Употребление клетчатки (овощи, фрукты, крупы) помогает улучшить работу кишечника и нормализовать пищеварение. Хирургическое лечение В некоторых случаях холецистит требует оперативного вмешательства. Наиболее распространенной операцией является холецистэктомия - удаление желчного пузыря. Показания для операции: - Хронический холецистит с частыми обострениями - Наличие камней в желчном пузыре (холелитиаз) - Острые формы холецистита, которые не поддаются консервативному лечению - Развитие осложнений (например, перфорация стенки желчного пузыря или абсцесс). Методы операции: Лапароскопия - современный метод с минимальным вмешательством, при котором делаются маленькие разрезы и через них вводятся инструменты и камера. Это снижает риск осложнений и ускоряет восстановление после операции. Открытая операция - применяется в более сложных случаях, когда лапароскопия невозможна. Послеоперационный период После удаления желчного пузыря пациентам необходимо соблюдать определенные рекомендации для предотвращения осложнений и ускорения восстановления: - Соблюдение диеты - Постепенное возвращение к физической активности - Применение препаратов, регулирующих работу желчных путей и предотвращающих застой желчи - В некоторых случаях назначаются препараты для улучшения переваривания пищи (например, ферменты). Прогноз и профилактика Прогноз при холецистите зависит от формы заболевания и своевременности лечения. В большинстве случаев, если заболевание не привело к серьезным осложнениям, пациенты могут вернуться к нормальной жизни после лечения. Однако холецистит склонен к рецидивам, особенно при неправильном питании или отсутствии адекватного лечения. Профилактика холецистита включает: - Соблюдение здорового питания - Избегание резких колебаний в массе тела (быстрое похудение или набор веса) - Регулярная физическая активность - Контроль за состоянием желчного пузыря у людей с предрасположенностью к заболеваниям желчных путей. Лечение холецистита должно быть комплексным и соответствовать индивидуальным особенностям пациента. Консервативное лечение эффективно на ранних стадиях, но при наличии осложнений или камней в желчном пузыре может потребоваться хирургическое вмешательство. Важно также соблюдать диету и следить за состоянием здоровья для предотвращения рецидивов заболевания.§ЖКТ
28§Medelement§https://medelement.com/materials§https://medelement.com/materials/smpt/%D0%BA%D0%B0%D0%BA%D0%B8%D0%B5-%D1%86%D0%B2%D0%B5%D1%82%D1%8B-%D0%BF%D0%BE%D0%B7%D0%B8%D1%82%D0%B8%D0%B2%D0%BD%D0%BE-%D0%B2%D0%BB%D0%B8%D1%8F%D1%8E%D1%82-%D0%BD%D0%B0-%D0%B7%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D1%8C%D0%B5-%D0%B0-%D0%BA%D0%B0%D0%BA%D0%B8%D0%B5-%D0%B2%D1%80%D0%B5%D0%B4%D1%8F%D1%82§2025-01-31 13:00:47§Цветы, создающие особую атмосферу уюта и спокойствия, способны стать важной частью ежедневного ухода за здоровьем. Присутствие растений в доме может положительно сказаться на настроении, снизить уровень стресса и улучшить общее самочувствие. В то же время, важно помнить, что некоторые виды растений могут вызывать аллергические реакции или выделять вещества, вредные при длительном воздействии. Поэтому подходить к выбору домашних цветов следует осознанно, а удобная доставка цветов на дом поможет быстро и безопасно украсить интерьер полезными и безопасными растениями, чтобы их польза действительно превалировала над возможным риском. Цветы, которые положительно влияют на здоровье Лаванда Лаванда известна своими успокаивающими свойствами. Она помогает снизить уровень стресса, улучшить сон и даже уменьшить тревожность. Эфирные масла лаванды оказывают благотворное влияние на нервную систему, что делает её отличным выбором для спальни или зоны отдыха. Жасмин Жасмин способствует улучшению настроения и помогает расслабиться. Его аромат повышает концентрацию внимания и успокаивает. Жасмин также способствует качественному сну, так как он понижает уровень тревожности и может улучшить эмоциональное состояние. Алоэ вера Алоэ не только улучшает качество воздуха, поглощая углекислый газ ночью, но и выделяет кислород. Алоэ обладает антисептическими свойствами, и его сок используют для заживления ран и ожогов. Этот цветок – идеальный компаньон в доме, поскольку очищает воздух и способствует поддержанию свежести. Спатифиллум Спатифиллум, или женское счастье, очищает воздух, поглощая токсины и выделяя кислород. Это растение также помогает избавиться от плесени и грибков в доме. Его регулярное присутствие в помещении улучшает качество воздуха и положительно влияет на дыхательную систему. Ромашка Ромашка действует как натуральное успокоительное средство. Её цветы часто используют для приготовления чая, который помогает расслабиться и снять напряжение. Это отличное растение для сада или домашнего огорода, так как ромашка также обладает противовоспалительным действием.  Цветы, которые могут быть вредны для здоровья Лилии Лилии имеют сильный аромат, который может вызвать головную боль и даже аллергию у чувствительных людей. У некоторых людей запах лилий вызывает головокружение и тошноту, поэтому их лучше избегать в помещениях с плохой вентиляцией. Олеандр Этот красивый цветок содержит ядовитые вещества, которые могут быть опасны при проглатывании. Если в доме есть дети или домашние животные, лучше отказаться от олеандра. Его сок при контакте с кожей может вызвать раздражение, а его аромат способен вызвать легкое головокружение. Амариллис Амаралис содержит вещества, которые могут быть токсичными для животных и людей при проглатывании. Красивый и экзотичный, он является потенциальной угрозой, если случайно съесть его листья или цветы. Гортензия Листья и цветы гортензии содержат цианогенные гликозиды, которые могут вызвать серьезное отравление при проглатывании. Для людей с детьми и домашними животными, гортензия не подходит для дома. Нарцисс Нарциссы могут быть ядовитыми при проглатывании, особенно для домашних животных. Луковицы нарцисса содержат вещества, которые могут вызвать тошноту, боли в животе и диарею. Важно держать нарциссы подальше от детей и домашних питомцев. Советы по выбору цветов для дома При выборе цветов для дома следует учитывать не только их декоративные качества, но и потенциальное влияние на здоровье. Если в доме есть аллергики, следует избегать цветов с сильным ароматом, таких как лилии и жасмин. Также важно размещать цветы в проветриваемых помещениях и не забывать про уход. Цветы могут как положительно, так и отрицательно влиять на наше здоровье. Делая выбор в пользу определенных растений, важно учитывать их свойства и возможные риски, чтобы создать максимально комфортную и безопасную атмосферу дома. *Статья партнеров МедЭлемент Реклама. ООО Мир цветов. ИНН 5406595492 erid 2Vtzqv5mCTJ §Спокойствие
29§Medelement§https://medelement.com/materials§https://medelement.com/materials/health/%D1%85%D0%BE%D0%BB%D0%BE%D0%B4%D0%BD%D1%8B%D0%B5-%D1%80%D1%83%D0%BA%D0%B8§2025-01-31 13:00:52§Постоянно холодные руки – симптом, который может быть связан с целым рядом заболеваний, от относительно легких до достаточно серьезных. Сам по себе он не является диагнозом, но служит важным предупреждением о необходимости медицинского обследования для выявления причины. Эксперт МедЭлемент - Кутушов Михаил Владимирович (https://t.me/doc_kutushov) Врач-токсиколог. Кандидат медицинских наук. Ph.D. (Israel) Нарушение периферического кровообращения - один из наиболее частых виновников постоянно холодных рук, представляет собой состояние, при котором доставка крови к конечностям оказывается недостаточной. Это не означает полное прекращение кровотока, а скорее, его значительное снижение, не обеспечивающее адекватное снабжение тканей кислородом и питательными веществами. В результате, конечности испытывают недостаток тепла, что проявляется ощущением холода. Несколько факторов могут способствовать развитию этого состояния: Гипотермия, или общее переохлаждение организма, является наиболее очевидной причиной. При низких температурах сосуды периферических частей тела сужаются, что снижает кровоток в попытке сохранить тепло для жизненно важных органов. Однако, постоянно холодные руки могут сигнализировать о проблеме, даже при нормальной температуре окружающей среды, указывая на более глубокие нарушения. Железодефицитная анемия (низкий уровень гемоглобина в крови) также может приводить к плохому периферическому кровообращению. Гемоглобин - белок, переносящий кислород из лёгких ко всем органам и тканям. При данном диагнозе его количество уменьшается, и кровь становится менее эффективной в переносе кислорода. Это особенно заметно в периферических областях, которые получают кровь в последнюю очередь. В результате, ткани испытывают кислородное голодание, и одним из проявлений становится ощущение холода. Вегетососудистая дистония (ВСД) - это состояние, характеризующееся нарушением регуляции вегетативной нервной системы. Вегетативная нервная система отвечает за регуляцию многих непроизвольных функций организма, включая тонус сосудов. При ВСД эта регуляция нарушается, что может проявляться различными симптомами, в том числе и ощущением холода в руках и ногах. Сосуды могут реагировать на различные раздражители неадекватно, вызывая спазмы или расширение в неподходящее время. Заболевания соединительной ткани, такие как ревматоидный артрит и системная красная волчанка, могут также приводить к нарушению периферического кровообращения. Эти заболевания характеризуются воспалением соединительной ткани, включая стенки сосудов. Воспаление ухудшает эластичность и проходимость сосудов, снижая кровоток в конечностях. При ревматоидном артрите воспаление часто затрагивает мелкие суставы кистей рук, что усиливает ощущение холода. Холодные руки могут быть связаны и с гипотиреозом - заболеванием щитовидной железы, характеризующимся снижением её функции. Щитовидная железа играет важную роль в регуляции обмена веществ, а её недостаточная активность может приводить к снижению температуры тела и ощущению холода в конечностях. Другими эндокринными причинами могут быть сахарный диабет, в частности, его некомпенсированная форма, а также дефицит некоторых витаминов и микроэлементов, например, витамина В12 или железа. Нельзя исключить и сердечно-сосудистые заболевания, такие как ишемическая болезнь сердца или периферическая артериальная болезнь. При этих заболеваниях нарушается кровоток в артериях, что может приводить к ощущению холода в конечностях. Кроме того, некоторые нервно-мышечные заболевания, а также нейропатии различного происхождения, могут затрагивать нервные окончания, отвечающие за регуляцию кровообращения, что и приводит к постоянному чувству холода в руках. Важно понимать, что причины постоянно холодных рук могут быть различными и требуют дифференциальной диагностики. Самолечение в этом случае не только неэффективно, но и потенциально опасно. Если вы беспокоитесь по поводу постоянного чувства холода в конечностях, необходимо обратиться к врачу для обследования и выявления причины этого симптома. Только специалист может правильно оценить ваше состояние и назначить соответствующее лечение. §Здоровье сердца, сосудов, вен
32§KP§https://www.kp.ru/doctor/§https://www.kp.ru/doctor/zdorovyj-obraz-zhizni/deficzit-kalorij-dlya-pohudeniya/§2025-01-31 13:55:14§Чтобы похудеть, люди часто прибегают к помощи различных диет, которые не всегда оказываются эффективны. Поэтому многие специалисты рекомендуют рассчитать свой индивидуальный дефицит калорий, а что это такое – поговорим в статье   Калория – это единица измерения, которая показывает, сколько энергии содержится в пище. Организму нужна эта энергия, чтобы дышать, двигаться, думать и выполнять все остальные функции. Поэтому калории очень важны, они буквально дают силы для жизни. По мнению нашего эксперта, к.м.н., врача-педиатра, нутрициолога Ирины Юзуп, в основе эффективного похудения лежит создание дефицита калорий – ситуации, когда организм расходует больше энергии, чем получает из пищи. Проще говоря, для снижения веса необходимо, чтобы количество калорий, которые мы сжигаем в течение дня, превышало количество калорий, поступающих с едой. Дефицит калорий вынуждает организм обращаться к собственным запасам энергии (в основном к жировым отложениям), что и приводит к постепенному снижению веса. Однако если постоянно считать калории, то процесс приема пищи может превратиться в постоянный стресс для человека. Поэтому современные рекомендации по здоровому питанию не акцентируют внимание на подсчете калорий, а советуют выбирать разнообразный и сбалансированный рацион, который делает акцент на овощи, фрукты и зелень1. Что такое дефицит калорий Дефицит калорий – это ключевой принцип, лежащий в основе большинства программ по снижению веса. Этот подход основан на том, что, если вы потребляете меньше энергии (калорий), чем тратите, ваше тело начинает использовать запасы жира для получения недостающей энергии. Дефицит калорий имеет некоторые преимущества. Снижение веса: дефицит калорий способствует постепенному сжиганию жировых запасов. Контроль над питанием: ведение учета калорий помогает лучше понимать, что и сколько вы едите. Безопасность: постепенный дефицит калорий безопаснее экстремальных диет, которые могут нанести вред здоровью. В тему Как быстро похудеть: подробная инструкция от КП с советами врачей Но также существуют определенные риски и ограничения. Недостаток питательных веществ: если дефицит слишком большой, организм может испытывать недостаток важных витаминов и минералов. Медленный прогресс: снижение веса при дефиците калорий происходит постепенно, поэтому требуется время и терпение. Риск переедания: при резком снижении калорийности рациона возможно появление сильного чувства голода, что может привести к срывам. Важно помнить, что снижение веса должно быть сбалансированным процессом, включающим не только контроль за калориями, но и правильное питание, физическую активность и заботу о психоэмоциональном здоровье. Также нужно учитывать следующие параметры: скорость обмена веществ и гормональный статус; качество и состав пищи: важно следить за балансом макронутриентов (белков, жиров и углеводов); уровень стресса и качество сна играют большую роль в поддержании здорового веса2. Поэтому, прежде чем худеть, сокращая калорийность блюд, предварительно стоит все же проконсультироваться с врачом, который оценит все возможные риски для здоровья. – Важно не только снизить потребление калорий, но и выбирать качественные продукты, регулярно заниматься физическими упражнениями и вести здоровый образ жизни. Не стоит полагаться на быстрые и сомнительные методы, лучше сосредоточиться на долгосрочных целях. Выработайте у себя устойчивые здоровые привычки, которые позволят достичь желаемого результата и поддерживать его на протяжении всей жизни, — считает к.м.н., врач-педиатр, нутрициолог Ирина Юзуп. Полезная информация о калориях В среднем ежесуточно для мужчин требуется от 2150 до 3800 ккал, а для женщин – от 1700 до 3000 ккал. Во время беременности и грудного вскармливания потребности в энергии увеличиваются примерно на 15 и 20 % соответственно3. Ниже в таблице мы приведем данные, сколько примерно тратит организм энергии в сутки, в зависимости от возраста и пола. Возраст Мужчины Женщины 18-29 1692—1746 1337—1392 30-44 1615—1684 1269—1338 45-64 1490—1583 1166—1259 65-74 1405—1449 1091—1136 75 и старше 1362 и менее 1045 и менее3 Как правильно рассчитать дефицит калорий для похудения женщинам и мужчинам – Для того чтобы правильно рассчитать дефицит калорий, необходимо вначале определить свой базовый уровень метаболизма, то есть количество калорий, которые организм сжигает в состоянии покоя, просто для поддержания основных жизненных функций, таких как дыхание, сердцебиение, и работа внутренних органов, – рассказывает к.м.н., врач-педиатр, нутрициолог Ирина Юзуп. – Этот показатель зависит от возраста, пола, роста, веса и мышечной массы человека. Это интересно Худеем на диете: разбираемся, какие диеты бывают и безопасны ли они? Для этого можно воспользоваться формулой Харриса-Бенедикта4,5. Мужчины: 66 + (13.7 × вес в кг) + (5 × рост в см) − (6.8 × возраст). Женщины: 655 + (9.6 × вес в кг) + (1.8 × рост в см) − (4.7 × возраст). Полученное значение надо умножить на коэффициент физической активности: сидячий образ жизни: 1,2; легкая §Похудение
34§AIF§https://aif.ru/health/life§https://aif.ru/health/life/gde-nahoditsya-triceps§2025-02-10 15:01:29§ Трицепс, который часто остается в тени своего «антагониста» бицепса, играет не менее важную роль в организме. Для чего нужен трицепс и где именно он находится — читайте в справке aif.ru Трицепс — от латинского musculus triceps brachii — это трехглавая мышца плеча, расположенная на задней поверхности плечевой кости. Как и бицепс, трицепс является большой мышцей и занимает значительную часть плеча, но, в отличие от бицепса, эта мышца располагается сзади руки. Трицепс состоит из трех отделов: длинной, латеральной и медиальной головок. Все они соединяются в одно мощное сухожилие, которое прикрепляется к локтевому отростку локтевой кости. Этимология слова «трицепс» происходит от латинского triceps, что в переводе означает «трехглавый» или «имеющий три головы», — это название отражает анатомическое строение данной мышцы. Значение трицепса не менее важно, чем функции, которые выполняет бицепс. Врач-терапевт Альбина Ханбабаева рассказала aif.ru, для чего он необходим, где именно находится и какой врач сможет помочь, если в этой области ощущаются боли. «Трицепс расположен на задней поверхности плеча от лопатки до локтя. Он легко определяется визуально и нащупывается, особенно при разгибании руки в локтевом суставе. Это группа мышц, которая отвечает за движение руки назад и приведение плеча к туловищу, а также участвует в разгибании предплечья. При сильных, резких болевых ощущениях в этой области необходимо незамедлительно обращаться к травматологу-ортопеду», — поделилась специалист. Боль в бицепсе может быть вызвана растяжением мышечной ткани и перенапряжением мышц в процессе интенсивной работы, если человек не уделил достаточно времени разминке перед силовой тренировкой. При легком болевом эффекте достаточно принять горячую ванну или приложить к этой части руки теплую грелку, а также сделать перерыв от занятия спортом на 4-5 дней. Однако при сильном растяжении и резкой боли необходимо обратиться к специалисту во избежание дальнейших осложнений. 2025 АО «Аргументы и Факты» Генеральный директор Руслан Новиков. Главный редактор Михаил Чкаников. Директор по развитию цифрового направления и новым медиа АиФ.ru Денис Халаимов. Шеф-редактор сайта АиФ.ru Владимир Шушкин. СМИ «aif.ru» зарегистрировано в Федеральной службе по надзору в сфере связи, информационных технологий и массовых коммуникаций (РОСКОМНАДЗОР), регистрационный номер Эл № ФС 77-78200 от 06 апреля 2020 г. Учредитель: АО «Аргументы и факты». Интернет-сайт «aif.ru» функционирует при финансовой поддержке Министерства цифрового развития, связи и массовых коммуникаций Российской Федерации. Шеф-редактор сайта: Шушкин В.С. e-mail: karaul@aif.ru, тел. +7 (495) 646 57 57. 16+ Все права защищены. Копирование и использование полных материалов запрещено, частичное цитирование возможно только при условии гиперссылки на сайт www.aif.ru.   §Спорт
35§AIF§https://aif.ru/health/life§https://aif.ru/health/life/zhit-dolshe-gerontolog-hammad-otkryla-sekrety-kak-otsrochit-starost§2025-02-10 15:02:02§ Молодость — не только состояние тела, но и состояние души. Но даже у самых молодых душою людей развиваются возрастные заболевания. Можно ли их предотвратить и вылечить у пациентов зрелого возраста? Об этом aif.ru рассказала заведующая терапевтическим отделением № 2 НМИЦ ЛРЦ Минздрава России, доцент кафедры терапии и геронтологии ФМБА России, доктор медицинских наук Екатерина Хаммад. — Понятие преклонный возраст постепенно уходит — сегодня отношение врачей к пожилым пациентам существенно изменилось. Если раньше людям старше 70 или 80 лет не прописывали определенные препараты или процедуры, то сегодня большинство возрастных ограничений снято. Изменились и сами зрелые люди — они стали более активными, спортивными и жизнерадостными. Например, среди людей старше 60 лет немало бегунов, а возрастные проблемы сегодня решаются с помощью современных технических устройств, которые позволяют пожилым людям чувствовать себя более уверенно. У меня, например, был пациент со снижением слуха. Он занимал серьезный пост и не хотел, чтобы о его проблеме узнали подчиненные и коллеги. Ему было проведено слуховое протезирование — установка специального устройства, незаметного для окружающих. Также сейчас возможны эндопротезирование, установка кардиостимуляторов, которые позволяют зрелым людям вести привычный для них образ жизни. Одно из новых направлений в лечении старения — применение препаратов, которые обладают сенолитической активностью и помогают организму избавиться от состарившихся клеток. При этом никуда не делись возрастные заболевания, но изменился подход к их реабилитации. Комплексный и командный подход специалистов помогает нашим пациентам после инсультов, инфарктов, травм нижних конечностей быстро возвращаться к социальной жизни. Возраст 90 лет и выше уже не является ограничением для проведения каких-либо хирургических вмешательств. У нас нет возрастных рамок для проведения таких мероприятий, как, например, химиотерапия. Если человеку показано лечение, оно будет проводиться в любом возрасте. 2025 АО «Аргументы и Факты» Генеральный директор Руслан Новиков. Главный редактор Михаил Чкаников. Директор по развитию цифрового направления и новым медиа АиФ.ru Денис Халаимов. Шеф-редактор сайта АиФ.ru Владимир Шушкин. СМИ «aif.ru» зарегистрировано в Федеральной службе по надзору в сфере связи, информационных технологий и массовых коммуникаций (РОСКОМНАДЗОР), регистрационный номер Эл № ФС 77-78200 от 06 апреля 2020 г. Учредитель: АО «Аргументы и факты». Интернет-сайт «aif.ru» функционирует при финансовой поддержке Министерства цифрового развития, связи и массовых коммуникаций Российской Федерации. Шеф-редактор сайта: Шушкин В.С. e-mail: karaul@aif.ru, тел. +7 (495) 646 57 57. 16+ Все права защищены. Копирование и использование полных материалов запрещено, частичное цитирование возможно только при условии гиперссылки на сайт www.aif.ru.   §Anti-Age
36§AIF§https://aif.ru/health/life§https://aif.ru/health/life/gde-nahoditsya-biceps§2025-02-10 15:02:38§ Бицепс — важная мышца, обеспечивающая сгибание руки в локтевом суставе и супинацию предплечья. Где именно она расположена и почему важна не только для спортсменов — в справке aif.ru. Бицепс (от латинского musculus biceps brachii) — это двуглавая мышца плеча, расположенная на передней поверхности плечевой кости. Она состоит из двух головок: длинной, которая начинается от надсуставного бугорка лопатки, и короткой, связанной с клювовидным отростком лопатки. Этимология слова «бицепс» происходит от латинского biceps, что в переводе означает «двуглавый» или «имеющий две головы», — такое название отражает анатомическое строение данной мышцы и ее характерную форму. Эта мышечная область важна не только при занятии спортом для создания рельефного тела, но и в обычной жизни. Где именно расположен бицепс и зачем он нужен, — рассказала aif.ru врач-терапевт Альбина Ханбабаева. «Бицепс выполняет функцию в процессе сгибания верхней конечности в локтевом суставе и участвует в супинации, — повороте кисти во внешнюю сторону предплечья. Располагается он на передней поверхности плеча между плечевым и локтевым суставами: бицепс легко увидеть и прощупать, особенно при сгибании руки в локтевом суставе. При болях в этой области требуется тщательное обследование травматолога-ортопеда», — предупредил врач-терапевт. Кроме того, именно эта мышечная часть помогает стабилизировать плечевой сустав, предотвращая вывихи. Боль в бицепсе может быть связана как с растяжением мышечной ткани, так и с перенапряжением мышц в процессе интенсивных тренировок без достаточной предварительной разминки. При легком болевом эффекте достаточно принять горячую ванну или приложить к мышце теплую грелку, сделав перерыв от занятий спортом на 4-5 дней. Однако при сильном растяжении и резкой боли необходимо обратиться к специалисту во избежание дальнейших осложнений. 2025 АО «Аргументы и Факты» Генеральный директор Руслан Новиков. Главный редактор Михаил Чкаников. Директор по развитию цифрового направления и новым медиа АиФ.ru Денис Халаимов. Шеф-редактор сайта АиФ.ru Владимир Шушкин. СМИ «aif.ru» зарегистрировано в Федеральной службе по надзору в сфере связи, информационных технологий и массовых коммуникаций (РОСКОМНАДЗОР), регистрационный номер Эл № ФС 77-78200 от 06 апреля 2020 г. Учредитель: АО «Аргументы и факты». Интернет-сайт «aif.ru» функционирует при финансовой поддержке Министерства цифрового развития, связи и массовых коммуникаций Российской Федерации. Шеф-редактор сайта: Шушкин В.С. e-mail: karaul@aif.ru, тел. +7 (495) 646 57 57. 16+ Все права защищены. Копирование и использование полных материалов запрещено, частичное цитирование возможно только при условии гиперссылки на сайт www.aif.ru.   §Спорт
